Gary Hansen's new data on complex index of refraction
for CO2 ice. Supercedes Warren 1986

lambda-micron        nr               ni
5.9339980e+000  1.4204750e+000  5.3499530e-007
5.9357600e+000  1.4204600e+000  5.3652400e-007
5.9375220e+000  1.4204450e+000  5.3650510e-007
5.9392860e+000  1.4204300e+000  5.3667510e-007
5.9428160e+000  1.4204000e+000  5.3625060e-007
5.9481180e+000  1.4203550e+000  5.3578730e-007
5.9516590e+000  1.4203250e+000  5.3621660e-007
5.9552040e+000  1.4202950e+000  5.3727510e-007
5.9587530e+000  1.4202660e+000  5.3943380e-007
5.9605290e+000  1.4202510e+000  5.4120920e-007
5.9623060e+000  1.4202360e+000  5.4331090e-007
5.9658630e+000  1.4202070e+000  5.4870340e-007
5.9694250e+000  1.4201770e+000  5.5546430e-007
5.9729910e+000  1.4201480e+000  5.6334650e-007
5.9765610e+000  1.4201190e+000  5.7224250e-007
5.9801360e+000  1.4200900e+000  5.8176640e-007
5.9872980e+000  1.4200310e+000  6.0279790e-007
5.9909310e+000  1.4200020e+000  6.1483060e-007
5.9945230e+000  1.4199730e+000  6.2745140e-007
5.9981190e+000  1.4199440e+000  6.4106150e-007
6.0017190e+000  1.4199150e+000  6.5521850e-007
6.0053240e+000  1.4198860e+000  6.7006350e-007
6.0089330e+000  1.4198580e+000  6.8626960e-007
6.0125460e+000  1.4198290e+000  7.0356000e-007
6.0161630e+000  1.4198000e+000  7.2184330e-007
6.0234120e+000  1.4197430e+000  7.5950450e-007
6.0306780e+000  1.4196870e+000  7.9929930e-007
6.0379610e+000  1.4196300e+000  8.4038930e-007
6.0452620e+000  1.4195740e+000  8.8211940e-007
6.0525810e+000  1.4195180e+000  9.2444020e-007
6.0599170e+000  1.4194620e+000  9.6791230e-007
6.0672720e+000  1.4194060e+000  1.0129770e-006
6.0746440e+000  1.4193510e+000  1.0602170e-006
6.0820340e+000  1.4192950e+000  1.1100310e-006
6.0857360e+000  1.4192680e+000  1.1361230e-006
6.0894420e+000  1.4192400e+000  1.1631050e-006
6.0931530e+000  1.4192130e+000  1.1904590e-006
6.0968680e+000  1.4191860e+000  1.2188180e-006
6.1155130e+000  1.4190500e+000  1.3764040e-006
6.1267550e+000  1.4189690e+000  1.4877770e-006
6.1305110e+000  1.4189420e+000  1.5274270e-006
6.1342720e+000  1.4189150e+000  1.5702660e-006
6.1361540e+000  1.4189010e+000  1.5921050e-006
6.1380380e+000  1.4188880e+000  1.6141620e-006
6.1399220e+000  1.4188750e+000  1.6374300e-006
6.1418080e+000  1.4188610e+000  1.6613210e-006
6.1455830e+000  1.4188340e+000  1.7103240e-006
6.1493630e+000  1.4188080e+000  1.7625140e-006
6.1531470e+000  1.4187810e+000  1.8158830e-006
6.1569360e+000  1.4187550e+000  1.8727050e-006
6.1607300e+000  1.4187280e+000  1.9321360e-006
6.1645280e+000  1.4187020e+000  1.9933390e-006
6.1683300e+000  1.4186750e+000  2.0580980e-006
6.1721380e+000  1.4186490e+000  2.1265920e-006
6.1797670e+000  1.4185960e+000  2.2697130e-006
6.1874160e+000  1.4185440e+000  2.4223340e-006
6.1950830e+000  1.4184910e+000  2.5831360e-006
6.2027690e+000  1.4184390e+000  2.7540360e-006
6.2066190e+000  1.4184130e+000  2.8429370e-006
6.2104740e+000  1.4183870e+000  2.9334150e-006
6.2143340e+000  1.4183620e+000  3.0269190e-006
6.2181990e+000  1.4183360e+000  3.1220850e-006
6.2259430e+000  1.4182840e+000  3.3205360e-006
6.2337060e+000  1.4182330e+000  3.5274890e-006
6.2414880e+000  1.4181820e+000  3.7425410e-006
6.2492900e+000  1.4181300e+000  3.9681340e-006
6.2688800e+000  1.4180040e+000  4.5632330e-006
6.2885940e+000  1.4178780e+000  5.1966700e-006
6.3084320e+000  1.4177530e+000  5.8474200e-006
6.3283950e+000  1.4176290e+000  6.5168570e-006
6.3404340e+000  1.4175540e+000  6.9302590e-006
6.3444570e+000  1.4175290e+000  7.0705040e-006
6.3484850e+000  1.4175050e+000  7.2130570e-006
6.3525180e+000  1.4174810e+000  7.3565360e-006
6.3565560e+000  1.4174560e+000  7.5024680e-006
6.3606010e+000  1.4174320e+000  7.6492120e-006
6.3646490e+000  1.4174070e+000  7.8000360e-006
6.3687030e+000  1.4173830e+000  7.9521790e-006
6.3727620e+000  1.4173580e+000  8.1082820e-006
6.3768260e+000  1.4173340e+000  8.2684300e-006
6.3808960e+000  1.4173100e+000  8.4320580e-006
6.3849700e+000  1.4172850e+000  8.6018020e-006
6.3890500e+000  1.4172610e+000  8.7770080e-006
6.3931350e+000  1.4172370e+000  8.9568540e-006
6.3972260e+000  1.4172130e+000  9.1415480e-006
6.4013210e+000  1.4171880e+000  9.3310980e-006
6.4054220e+000  1.4171640e+000  9.5245220e-006
6.4095280e+000  1.4171400e+000  9.7212200e-006
6.4136390e+000  1.4171160e+000  9.9232670e-006
6.4177560e+000  1.4170920e+000  1.0127960e-005
6.4218780e+000  1.4170680e+000  1.0336110e-005
6.4260050e+000  1.4170440e+000  1.0542190e-005
6.4301370e+000  1.4170200e+000  1.0752650e-005
6.4342750e+000  1.4169960e+000  1.0964600e-005
6.4425670e+000  1.4169480e+000  1.1392290e-005
6.4508800e+000  1.4169000e+000  1.1816850e-005
6.4592140e+000  1.4168530e+000  1.2232860e-005
6.4633900e+000  1.4168280e+000  1.2439320e-005
6.4675700e+000  1.4168050e+000  1.2648480e-005
6.4696630e+000  1.4167930e+000  1.2751970e-005
6.4717560e+000  1.4167810e+000  1.2853290e-005
6.4738520e+000  1.4167700e+000  1.2952590e-005
6.4759480e+000  1.4167570e+000  1.3051130e-005
6.4801450e+000  1.4167340e+000  1.3240820e-005
6.4843480e+000  1.4167100e+000  1.3424190e-005
6.4927690e+000  1.4166620e+000  1.3779180e-005
6.5012120e+000  1.4166150e+000  1.4121050e-005
6.5054410e+000  1.4165910e+000  1.4291500e-005
6.5096770e+000  1.4165670e+000  1.4464540e-005
6.5139180e+000  1.4165440e+000  1.4639520e-005
6.5160400e+000  1.4165320e+000  1.4728870e-005
6.5181640e+000  1.4165200e+000  1.4819310e-005
6.5202890e+000  1.4165080e+000  1.4913080e-005
6.5224160e+000  1.4164960e+000  1.5011180e-005
6.5245440e+000  1.4164840e+000  1.5110420e-005
6.5266730e+000  1.4164730e+000  1.5210970e-005
6.5288040e+000  1.4164610e+000  1.5317190e-005
6.5309360e+000  1.4164490e+000  1.5425950e-005
6.5330700e+000  1.4164370e+000  1.5538150e-005
6.5352050e+000  1.4164250e+000  1.5652460e-005
6.5373420e+000  1.4164130e+000  1.5775330e-005
6.5394790e+000  1.4164010e+000  1.5903710e-005
6.5416180e+000  1.4163890e+000  1.6038530e-005
6.5437590e+000  1.4163770e+000  1.6176490e-005
6.5459010e+000  1.4163650e+000  1.6319480e-005
6.5480440e+000  1.4163530e+000  1.6465840e-005
6.5501890e+000  1.4163410e+000  1.6619970e-005
6.5523350e+000  1.4163290e+000  1.6787100e-005
6.5544830e+000  1.4163170e+000  1.6962660e-005
6.5566320e+000  1.4163050e+000  1.7144390e-005
6.5587830e+000  1.4162940e+000  1.7336440e-005
6.5609340e+000  1.4162820e+000  1.7534970e-005
6.5630880e+000  1.4162700e+000  1.7746560e-005
6.5652420e+000  1.4162580e+000  1.7965340e-005
6.5673980e+000  1.4162450e+000  1.8194710e-005
6.5695550e+000  1.4162330e+000  1.8433980e-005
6.5717150e+000  1.4162210e+000  1.8689710e-005
6.5738750e+000  1.4162090e+000  1.8962630e-005
6.5760370e+000  1.4161970e+000  1.9250030e-005
6.5782000e+000  1.4161850e+000  1.9580540e-005
6.5803640e+000  1.4161730e+000  1.9908570e-005
6.5825300e+000  1.4161610e+000  2.0255430e-005
6.5846980e+000  1.4161490e+000  2.0615690e-005
6.5868670e+000  1.4161370e+000  2.0996380e-005
6.5890370e+000  1.4161250e+000  2.1397930e-005
6.5912090e+000  1.4161120e+000  2.1823150e-005
6.5933820e+000  1.4161000e+000  2.2280860e-005
6.5955560e+000  1.4160880e+000  2.2755200e-005
6.5977330e+000  1.4160760e+000  2.3258770e-005
6.5999100e+000  1.4160640e+000  2.3784370e-005
6.6020890e+000  1.4160510e+000  2.4372710e-005
6.6042700e+000  1.4160390e+000  2.4988800e-005
6.6064510e+000  1.4160270e+000  2.5657150e-005
6.6086340e+000  1.4160150e+000  2.6358870e-005
6.6108190e+000  1.4160020e+000  2.7099200e-005
6.6130050e+000  1.4159900e+000  2.7880960e-005
6.6151930e+000  1.4159780e+000  2.8731570e-005
6.6173820e+000  1.4159650e+000  2.9611500e-005
6.6195720e+000  1.4159530e+000  3.0555270e-005
6.6217640e+000  1.4159410e+000  3.1565020e-005
6.6239580e+000  1.4159280e+000  3.2660400e-005
6.6261520e+000  1.4159160e+000  3.3823470e-005
6.6283490e+000  1.4159040e+000  3.5100350e-005
6.6305460e+000  1.4158910e+000  3.6425550e-005
6.6327460e+000  1.4158800e+000  3.7861190e-005
6.6349460e+000  1.4158670e+000  3.9352360e-005
6.6393520e+000  1.4158420e+000  4.2594000e-005
6.6437630e+000  1.4158180e+000  4.6100380e-005
6.6459710e+000  1.4158050e+000  4.8031880e-005
6.6481810e+000  1.4157940e+000  5.0039360e-005
6.6492860e+000  1.4157870e+000  5.1055450e-005
6.6503910e+000  1.4157820e+000  5.2082650e-005
6.6514980e+000  1.4157780e+000  5.3361140e-005
6.6526040e+000  1.4157710e+000  5.4361320e-005
6.6548180e+000  1.4157600e+000  5.6290260e-005
6.6570330e+000  1.4157490e+000  5.8242380e-005
6.6581410e+000  1.4157420e+000  5.9190150e-005
6.6592500e+000  1.4157380e+000  6.0122710e-005
6.6603590e+000  1.4157330e+000  6.1050910e-005
6.6614680e+000  1.4157260e+000  6.1965750e-005
6.6636880e+000  1.4157170e+000  6.3754120e-005
6.6659090e+000  1.4157040e+000  6.5561010e-005
6.6702130e+000  1.4156830e+000  6.8849760e-005
6.6746660e+000  1.4156600e+000  7.2147410e-005
6.6791240e+000  1.4156380e+000  7.5420510e-005
6.6835890e+000  1.4156150e+000  7.8836420e-005
6.6880590e+000  1.4155920e+000  8.2469540e-005
6.6925360e+000  1.4155690e+000  8.6765940e-005
6.6970190e+000  1.4155460e+000  9.1679880e-005
6.7015070e+000  1.4155240e+000  9.7423210e-005
6.7060020e+000  1.4155020e+000  1.0427510e-004
6.7105030e+000  1.4154820e+000  1.1146540e-004
6.7150090e+000  1.4154630e+000  1.1897490e-004
6.7195220e+000  1.4154450e+000  1.2572150e-004
6.7240410e+000  1.4154300e+000  1.3129870e-004
6.7263030e+000  1.4154200e+000  1.3361170e-004
6.7285660e+000  1.4154150e+000  1.3541720e-004
6.7308310e+000  1.4154080e+000  1.3648910e-004
6.7330970e+000  1.4154020e+000  1.3719640e-004
6.7353650e+000  1.4153970e+000  1.3739160e-004
6.7376340e+000  1.4153850e+000  1.3711640e-004
6.7421770e+000  1.4153680e+000  1.3613950e-004
6.7467270e+000  1.4153500e+000  1.3508950e-004
6.7490040e+000  1.4153370e+000  1.3472330e-004
6.7512820e+000  1.4153300e+000  1.3449730e-004
6.7535630e+000  1.4153200e+000  1.3446840e-004
6.7558440e+000  1.4153100e+000  1.3461920e-004
6.7581270e+000  1.4153000e+000  1.3503630e-004
6.7604120e+000  1.4152900e+000  1.3561660e-004
6.7626980e+000  1.4152820e+000  1.3650490e-004
6.7649860e+000  1.4152680e+000  1.3766670e-004
6.7695660e+000  1.4152490e+000  1.4119050e-004
6.7741530e+000  1.4152300e+000  1.4544760e-004
6.7787450e+000  1.4152110e+000  1.4977310e-004
6.7833440e+000  1.4151970e+000  1.5368570e-004
6.7856460e+000  1.4151870e+000  1.5507990e-004
6.7879490e+000  1.4151830e+000  1.5591630e-004
6.7902540e+000  1.4151770e+000  1.5611110e-004
6.7925600e+000  1.4151710e+000  1.5569380e-004
6.7948690e+000  1.4151650e+000  1.5449130e-004
6.7971780e+000  1.4151590e+000  1.5256670e-004
6.7994890e+000  1.4151520e+000  1.5013780e-004
6.8018020e+000  1.4151450e+000  1.4711160e-004
6.8041160e+000  1.4151400e+000  1.4382680e-004
6.8064320e+000  1.4151280e+000  1.4019170e-004
6.8110690e+000  1.4151100e+000  1.3286860e-004
6.8157120e+000  1.4150880e+000  1.2567140e-004
6.8203610e+000  1.4150650e+000  1.1873020e-004
6.8250170e+000  1.4150410e+000  1.1281370e-004
6.8273460e+000  1.4150250e+000  1.1020210e-004
6.8296780e+000  1.4150130e+000  1.0803000e-004
6.8320120e+000  1.4150010e+000  1.0626650e-004
6.8331790e+000  1.4149920e+000  1.0555750e-004
6.8343460e+000  1.4149870e+000  1.0494460e-004
6.8355150e+000  1.4149800e+000  1.0449950e-004
6.8366830e+000  1.4149740e+000  1.0416180e-004
6.8378520e+000  1.4149670e+000  1.0397100e-004
6.8390210e+000  1.4149600e+000  1.0389790e-004
6.8401910e+000  1.4149530e+000  1.0398070e-004
6.8413610e+000  1.4149470e+000  1.0419330e-004
6.8425320e+000  1.4149410e+000  1.0454320e-004
6.8437020e+000  1.4149320e+000  1.0503310e-004
6.8460450e+000  1.4149190e+000  1.0634780e-004
6.8483900e+000  1.4149050e+000  1.0811700e-004
6.8507360e+000  1.4148930e+000  1.1058400e-004
6.8530840e+000  1.4148760e+000  1.1351670e-004
6.8577840e+000  1.4148510e+000  1.2168160e-004
6.8624910e+000  1.4148290e+000  1.3098580e-004
6.8648460e+000  1.4148150e+000  1.3601160e-004
6.8672040e+000  1.4148080e+000  1.4076880e-004
6.8695630e+000  1.4148010e+000  1.4484420e-004
6.8719240e+000  1.4147940e+000  1.4827170e-004
6.8742860e+000  1.4147870e+000  1.5077950e-004
6.8766500e+000  1.4147800e+000  1.5247610e-004
6.8790160e+000  1.4147750e+000  1.5356580e-004
6.8813830e+000  1.4147630e+000  1.5431520e-004
6.8861220e+000  1.4147470e+000  1.5534970e-004
6.8908670e+000  1.4147270e+000  1.5638340e-004
6.8956200e+000  1.4147070e+000  1.5786650e-004
6.9003790e+000  1.4146900e+000  1.5991770e-004
6.9027610e+000  1.4146780e+000  1.6191050e-004
6.9051450e+000  1.4146670e+000  1.6388820e-004
6.9099160e+000  1.4146510e+000  1.6869790e-004
6.9146950e+000  1.4146320e+000  1.7427720e-004
6.9194800e+000  1.4146160e+000  1.8056170e-004
6.9242720e+000  1.4146010e+000  1.8673170e-004
6.9290710e+000  1.4145920e+000  1.9213430e-004
6.9314720e+000  1.4145850e+000  1.9423970e-004
6.9338760e+000  1.4145780e+000  1.9548930e-004
6.9386880e+000  1.4145740e+000  1.9655590e-004
6.9410960e+000  1.4145650e+000  1.9621860e-004
6.9435060e+000  1.4145650e+000  1.9513110e-004
6.9459180e+000  1.4145630e+000  1.9288710e-004
6.9483320e+000  1.4145600e+000  1.8955740e-004
6.9507470e+000  1.4145590e+000  1.8564970e-004
6.9531630e+000  1.4145490e+000  1.8086600e-004
6.9580020e+000  1.4145380e+000  1.7052310e-004
6.9628480e+000  1.4145220e+000  1.5849640e-004
6.9677000e+000  1.4145040e+000  1.4792610e-004
6.9725580e+000  1.4144840e+000  1.3852120e-004
6.9774240e+000  1.4144630e+000  1.2998040e-004
6.9822970e+000  1.4144420e+000  1.2213870e-004
6.9871760e+000  1.4144190e+000  1.1537710e-004
6.9920620e+000  1.4143970e+000  1.0943760e-004
6.9969550e+000  1.4143750e+000  1.0389680e-004
7.0018550e+000  1.4143520e+000  9.8757630e-005
7.0067620e+000  1.4143300e+000  9.4006840e-005
7.0118260e+000  1.4143060e+000  8.9597780e-005
7.0167470e+000  1.4142830e+000  8.5629410e-005
7.0216740e+000  1.4142610e+000  8.1932090e-005
7.0241400e+000  1.4142480e+000  8.0126220e-005
7.0266080e+000  1.4142380e+000  7.8344940e-005
7.0290780e+000  1.4142280e+000  7.6617980e-005
7.0315500e+000  1.4142150e+000  7.4929190e-005
7.0364980e+000  1.4141920e+000  7.1865920e-005
7.0414530e+000  1.4141690e+000  6.9050260e-005
7.0464150e+000  1.4141470e+000  6.6318360e-005
7.0513850e+000  1.4141220e+000  6.3802040e-005
7.0613440e+000  1.4140770e+000  5.9174750e-005
7.0713320e+000  1.4140300e+000  5.5037010e-005
7.0813480e+000  1.4139840e+000  5.1417260e-005
7.0863670e+000  1.4139590e+000  4.9741760e-005
7.0913930e+000  1.4139360e+000  4.8223560e-005
7.0964260e+000  1.4139140e+000  4.6819740e-005
7.0989450e+000  1.4139010e+000  4.6166650e-005
7.1014660e+000  1.4138900e+000  4.5538980e-005
7.1039890e+000  1.4138780e+000  4.4956700e-005
7.1065130e+000  1.4138670e+000  4.4395130e-005
7.1090390e+000  1.4138550e+000  4.3878720e-005
7.1103030e+000  1.4138480e+000  4.3629810e-005
7.1115670e+000  1.4138430e+000  4.3392060e-005
7.1128320e+000  1.4138390e+000  4.3176870e-005
7.1140970e+000  1.4138320e+000  4.2969250e-005
7.1166290e+000  1.4138200e+000  4.2572370e-005
7.1191620e+000  1.4138090e+000  4.2231480e-005
7.1204300e+000  1.4138020e+000  4.2071360e-005
7.1216980e+000  1.4137960e+000  4.1916750e-005
7.1242350e+000  1.4137850e+000  4.1650690e-005
7.1267740e+000  1.4137730e+000  4.1413610e-005
7.1280440e+000  1.4137660e+000  4.1298860e-005
7.1293150e+000  1.4137610e+000  4.1193610e-005
7.1305850e+000  1.4137550e+000  4.1100700e-005
7.1318570e+000  1.4137500e+000  4.1013300e-005
7.1331290e+000  1.4137440e+000  4.0948370e-005
7.1344010e+000  1.4137380e+000  4.0890370e-005
7.1356750e+000  1.4137320e+000  4.0836650e-005
7.1369480e+000  1.4137260e+000  4.0790090e-005
7.1382210e+000  1.4137200e+000  4.0760400e-005
7.1394950e+000  1.4137140e+000  4.0736220e-005
7.1407710e+000  1.4137090e+000  4.0718620e-005
7.1420460e+000  1.4137030e+000  4.0709190e-005
7.1433210e+000  1.4136970e+000  4.0725920e-005
7.1445970e+000  1.4136910e+000  4.0753920e-005
7.1458740e+000  1.4136850e+000  4.0790240e-005
7.1471510e+000  1.4136790e+000  4.0832130e-005
7.1484280e+000  1.4136730e+000  4.0887840e-005
7.1497060e+000  1.4136680e+000  4.0956200e-005
7.1509840e+000  1.4136620e+000  4.1030080e-005
7.1522630e+000  1.4136560e+000  4.1109310e-005
7.1535430e+000  1.4136500e+000  4.1201030e-005
7.1548220e+000  1.4136440e+000  4.1297510e-005
7.1561020e+000  1.4136380e+000  4.1397700e-005
7.1573820e+000  1.4136320e+000  4.1507440e-005
7.1586640e+000  1.4136270e+000  4.1638280e-005
7.1599450e+000  1.4136210e+000  4.1775590e-005
7.1612270e+000  1.4136150e+000  4.1921620e-005
7.1625100e+000  1.4136090e+000  4.2076310e-005
7.1637930e+000  1.4136040e+000  4.2256990e-005
7.1650760e+000  1.4135980e+000  4.2447320e-005
7.1663600e+000  1.4135930e+000  4.2643340e-005
7.1676440e+000  1.4135860e+000  4.2846810e-005
7.1702140e+000  1.4135750e+000  4.3274640e-005
7.1727860e+000  1.4135630e+000  4.3713380e-005
7.1753590e+000  1.4135510e+000  4.4172250e-005
7.1779350e+000  1.4135400e+000  4.4641270e-005
7.1805130e+000  1.4135280e+000  4.5142400e-005
7.1830920e+000  1.4135170e+000  4.5664430e-005
7.1856730e+000  1.4135050e+000  4.6223420e-005
7.1882560e+000  1.4134940e+000  4.6802840e-005
7.1908410e+000  1.4134830e+000  4.7421980e-005
7.1934270e+000  1.4134710e+000  4.8070030e-005
7.1960160e+000  1.4134600e+000  4.8786660e-005
7.1986060e+000  1.4134480e+000  4.9531300e-005
7.2011980e+000  1.4134370e+000  5.0332630e-005
7.2037920e+000  1.4134260e+000  5.1156000e-005
7.2063880e+000  1.4134140e+000  5.2030320e-005
7.2089860e+000  1.4134030e+000  5.2933370e-005
7.2115860e+000  1.4133920e+000  5.3919630e-005
7.2141870e+000  1.4133800e+000  5.4965500e-005
7.2167910e+000  1.4133690e+000  5.6119000e-005
7.2193960e+000  1.4133580e+000  5.7323360e-005
7.2220040e+000  1.4133470e+000  5.8598720e-005
7.2246120e+000  1.4133360e+000  5.9913710e-005
7.2272240e+000  1.4133250e+000  6.1301370e-005
7.2298360e+000  1.4133140e+000  6.2711970e-005
7.2324510e+000  1.4133040e+000  6.4087490e-005
7.2350680e+000  1.4132930e+000  6.5464030e-005
7.2376860e+000  1.4132830e+000  6.6815060e-005
7.2389960e+000  1.4132760e+000  6.7485060e-005
7.2403070e+000  1.4132720e+000  6.8144030e-005
7.2416180e+000  1.4132680e+000  6.8760420e-005
7.2429290e+000  1.4132630e+000  6.9362390e-005
7.2442410e+000  1.4132580e+000  6.9950120e-005
7.2455530e+000  1.4132530e+000  7.0522840e-005
7.2468660e+000  1.4132480e+000  7.1029660e-005
7.2481790e+000  1.4132430e+000  7.1506200e-005
7.2494940e+000  1.4132380e+000  7.1947620e-005
7.2508080e+000  1.4132330e+000  7.2375190e-005
7.2521220e+000  1.4132280e+000  7.2754900e-005
7.2534370e+000  1.4132240e+000  7.3108240e-005
7.2540960e+000  1.4132200e+000  7.3248710e-005
7.2547530e+000  1.4132190e+000  7.3368000e-005
7.2554110e+000  1.4132180e+000  7.3478850e-005
7.2560690e+000  1.4132140e+000  7.3577560e-005
7.2573860e+000  1.4132100e+000  7.3717270e-005
7.2587040e+000  1.4132050e+000  7.3840130e-005
7.2600210e+000  1.4132000e+000  7.3908650e-005
7.2613390e+000  1.4131950e+000  7.3959050e-005
7.2626570e+000  1.4131900e+000  7.3945850e-005
7.2639770e+000  1.4131850e+000  7.3912370e-005
7.2652960e+000  1.4131810e+000  7.3847030e-005
7.2666160e+000  1.4131760e+000  7.3766350e-005
7.2679370e+000  1.4131720e+000  7.3661220e-005
7.2692580e+000  1.4131650e+000  7.3550450e-005
7.2719010e+000  1.4131550e+000  7.3288860e-005
7.2745460e+000  1.4131450e+000  7.3044940e-005
7.2758690e+000  1.4131370e+000  7.2938730e-005
7.2771940e+000  1.4131330e+000  7.2844080e-005
7.2785180e+000  1.4131280e+000  7.2781660e-005
7.2798420e+000  1.4131230e+000  7.2732920e-005
7.2811680e+000  1.4131180e+000  7.2715260e-005
7.2824940e+000  1.4131120e+000  7.2710730e-005
7.2838200e+000  1.4131070e+000  7.2763720e-005
7.2851460e+000  1.4131010e+000  7.2839700e-005
7.2864740e+000  1.4130960e+000  7.2953490e-005
7.2871380e+000  1.4130930e+000  7.3017760e-005
7.2878020e+000  1.4130900e+000  7.3091940e-005
7.2891300e+000  1.4130850e+000  7.3292360e-005
7.2904580e+000  1.4130790e+000  7.3525750e-005
7.2917880e+000  1.4130740e+000  7.3802730e-005
7.2924520e+000  1.4130690e+000  7.3952610e-005
7.2931170e+000  1.4130670e+000  7.4116220e-005
7.2936490e+000  1.4130650e+000  7.4264560e-005
7.2941810e+000  1.4130630e+000  7.4439130e-005
7.2947130e+000  1.4130610e+000  7.4641440e-005
7.2952450e+000  1.4130580e+000  7.4866990e-005
7.2957780e+000  1.4130560e+000  7.5164180e-005
7.2960440e+000  1.4130530e+000  7.5387980e-005
7.2963100e+000  1.4130530e+000  7.5715700e-005
7.2965770e+000  1.4130520e+000  7.6152900e-005
7.2968430e+000  1.4130520e+000  7.6641730e-005
7.2971090e+000  1.4130510e+000  7.7171720e-005
7.2973750e+000  1.4130500e+000  7.7720040e-005
7.2976420e+000  1.4130490e+000  7.8175930e-005
7.2979080e+000  1.4130490e+000  7.8492900e-005
7.2981740e+000  1.4130480e+000  7.8669410e-005
7.2984410e+000  1.4130480e+000  7.8723580e-005
7.2987070e+000  1.4130470e+000  7.8656220e-005
7.2989730e+000  1.4130460e+000  7.8500710e-005
7.2992400e+000  1.4130460e+000  7.8292400e-005
7.2995060e+000  1.4130450e+000  7.8021980e-005
7.2997730e+000  1.4130440e+000  7.7725120e-005
7.3000390e+000  1.4130430e+000  7.7449240e-005
7.3003060e+000  1.4130420e+000  7.7191920e-005
7.3005730e+000  1.4130410e+000  7.6979060e-005
7.3008390e+000  1.4130400e+000  7.6832190e-005
7.3011060e+000  1.4130390e+000  7.6738860e-005
7.3013720e+000  1.4130380e+000  7.6684580e-005
7.3016390e+000  1.4130360e+000  7.6651810e-005
7.3019050e+000  1.4130350e+000  7.6632830e-005
7.3021720e+000  1.4130350e+000  7.6629990e-005
7.3024380e+000  1.4130350e+000  7.6648480e-005
7.3027050e+000  1.4130320e+000  7.6681020e-005
7.3032380e+000  1.4130300e+000  7.6781330e-005
7.3037720e+000  1.4130280e+000  7.6907130e-005
7.3043050e+000  1.4130260e+000  7.7045620e-005
7.3048390e+000  1.4130250e+000  7.7183400e-005
7.3053730e+000  1.4130210e+000  7.7332480e-005
7.3064400e+000  1.4130170e+000  7.7633520e-005
7.3077750e+000  1.4130120e+000  7.8062050e-005
7.3091110e+000  1.4130060e+000  7.8499590e-005
7.3104470e+000  1.4130010e+000  7.8967940e-005
7.3117830e+000  1.4129960e+000  7.9432110e-005
7.3131200e+000  1.4129910e+000  7.9851070e-005
7.3144580e+000  1.4129860e+000  8.0251630e-005
7.3157960e+000  1.4129810e+000  8.0606880e-005
7.3171340e+000  1.4129760e+000  8.0943000e-005
7.3184730e+000  1.4129710e+000  8.1194200e-005
7.3198130e+000  1.4129670e+000  8.1408020e-005
7.3211520e+000  1.4129620e+000  8.1531840e-005
7.3224930e+000  1.4129570e+000  8.1611050e-005
7.3238340e+000  1.4129520e+000  8.1578450e-005
7.3251750e+000  1.4129480e+000  8.1507370e-005
7.3265170e+000  1.4129430e+000  8.1367300e-005
7.3278590e+000  1.4129380e+000  8.1185160e-005
7.3292020e+000  1.4129330e+000  8.0889740e-005
7.3305450e+000  1.4129290e+000  8.0546990e-005
7.3318890e+000  1.4129240e+000  8.0123700e-005
7.3332340e+000  1.4129190e+000  7.9670670e-005
7.3345780e+000  1.4129140e+000  7.9166180e-005
7.3359230e+000  1.4129080e+000  7.8658530e-005
7.3372690e+000  1.4129030e+000  7.8139740e-005
7.3386160e+000  1.4128980e+000  7.7610950e-005
7.3399620e+000  1.4128920e+000  7.7045630e-005
7.3413100e+000  1.4128870e+000  7.6477680e-005
7.3426580e+000  1.4128810e+000  7.5896380e-005
7.3440060e+000  1.4128760e+000  7.5311800e-005
7.3453540e+000  1.4128700e+000  7.4752950e-005
7.3467040e+000  1.4128640e+000  7.4209940e-005
7.3477840e+000  1.4128590e+000  7.3806200e-005
7.3488640e+000  1.4128530e+000  7.3406860e-005
7.3499440e+000  1.4128490e+000  7.3055190e-005
7.3504840e+000  1.4128440e+000  7.2890650e-005
7.3510250e+000  1.4128430e+000  7.2740680e-005
7.3515650e+000  1.4128400e+000  7.2622170e-005
7.3521060e+000  1.4128370e+000  7.2537970e-005
7.3526460e+000  1.4128340e+000  7.2528660e-005
7.3531870e+000  1.4128310e+000  7.2617830e-005
7.3537280e+000  1.4128280e+000  7.2801460e-005
7.3542690e+000  1.4128240e+000  7.3159580e-005
7.3548100e+000  1.4128200e+000  7.3702750e-005
7.3553510e+000  1.4128170e+000  7.4419790e-005
7.3556210e+000  1.4128130e+000  7.4889760e-005
7.3558920e+000  1.4128120e+000  7.5466450e-005
7.3561620e+000  1.4128100e+000  7.6206810e-005
7.3564330e+000  1.4128070e+000  7.7192130e-005
7.3567030e+000  1.4128050e+000  7.8426090e-005
7.3569740e+000  1.4128020e+000  7.9938780e-005
7.3572450e+000  1.4127990e+000  8.1782600e-005
7.3575160e+000  1.4127960e+000  8.4168860e-005
7.3577860e+000  1.4127930e+000  8.7257720e-005
7.3580570e+000  1.4127900e+000  9.1366820e-005
7.3583280e+000  1.4127880e+000  9.6854420e-005
7.3585990e+000  1.4127870e+000  1.0381670e-004
7.3588690e+000  1.4127880e+000  1.1163250e-004
7.3591400e+000  1.4127920e+000  1.1908480e-004
