Gary Hansen's new data on complex index of refraction
for CO2 ice. Supercedes Warren 1986

lambda-micron        nr               ni
7.3594110e+000  1.4127970e+000  1.2558220e-004
7.3596820e+000  1.4128060e+000  1.3025420e-004
7.3599530e+000  1.4128150e+000  1.3201680e-004
7.3602240e+000  1.4128250e+000  1.2931650e-004
7.3604940e+000  1.4128320e+000  1.2448760e-004
7.3607650e+000  1.4128380e+000  1.1805060e-004
7.3610360e+000  1.4128410e+000  1.1069500e-004
7.3613070e+000  1.4128420e+000  1.0366270e-004
7.3615780e+000  1.4128410e+000  9.7172740e-005
7.3618500e+000  1.4128400e+000  9.1655810e-005
7.3621200e+000  1.4128370e+000  8.7072440e-005
7.3623920e+000  1.4128350e+000  8.3315200e-005
7.3626630e+000  1.4128320e+000  8.0310740e-005
7.3629340e+000  1.4128290e+000  7.7899150e-005
7.3632050e+000  1.4128260e+000  7.6131880e-005
7.3634760e+000  1.4128230e+000  7.4743030e-005
7.3637470e+000  1.4128200e+000  7.3602130e-005
7.3640180e+000  1.4128180e+000  7.2625550e-005
7.3642890e+000  1.4128160e+000  7.1811760e-005
7.3645600e+000  1.4128140e+000  7.1099350e-005
7.3648320e+000  1.4128130e+000  7.0503820e-005
7.3651030e+000  1.4128090e+000  7.0001010e-005
7.3656450e+000  1.4128060e+000  6.9261060e-005
7.3663240e+000  1.4128010e+000  6.8607990e-005
7.3670020e+000  1.4127960e+000  6.8089420e-005
7.3676810e+000  1.4127920e+000  6.7659680e-005
7.3683600e+000  1.4127880e+000  6.7320850e-005
7.3690380e+000  1.4127840e+000  6.7043160e-005
7.3697170e+000  1.4127810e+000  6.6785260e-005
7.3703960e+000  1.4127770e+000  6.6577950e-005
7.3710750e+000  1.4127740e+000  6.6394600e-005
7.3717550e+000  1.4127700e+000  6.6242790e-005
7.3724340e+000  1.4127670e+000  6.6107960e-005
7.3731140e+000  1.4127630e+000  6.5980660e-005
7.3737930e+000  1.4127600e+000  6.5869180e-005
7.3744730e+000  1.4127570e+000  6.5789260e-005
7.3751530e+000  1.4127540e+000  6.5719240e-005
7.3758330e+000  1.4127510e+000  6.5658510e-005
7.3765130e+000  1.4127460e+000  6.5613060e-005
7.3778740e+000  1.4127400e+000  6.5604080e-005
7.3792350e+000  1.4127330e+000  6.5623060e-005
7.3805970e+000  1.4127270e+000  6.5743750e-005
7.3819590e+000  1.4127200e+000  6.5907630e-005
7.3833220e+000  1.4127130e+000  6.6185400e-005
7.3846850e+000  1.4127070e+000  6.6509020e-005
7.3860490e+000  1.4127000e+000  6.6944430e-005
7.3874130e+000  1.4126940e+000  6.7422250e-005
7.3887780e+000  1.4126880e+000  6.7988970e-005
7.3901430e+000  1.4126810e+000  6.8598440e-005
7.3915090e+000  1.4126760e+000  6.9304420e-005
7.3928750e+000  1.4126680e+000  7.0044670e-005
7.3956090e+000  1.4126560e+000  7.1706490e-005
7.3969770e+000  1.4126480e+000  7.2696680e-005
7.3983450e+000  1.4126430e+000  7.3748440e-005
7.3997140e+000  1.4126390e+000  7.4874610e-005
7.4010840e+000  1.4126310e+000  7.6066670e-005
7.4038230e+000  1.4126190e+000  7.8640180e-005
7.4065660e+000  1.4126080e+000  8.1266420e-005
7.4079380e+000  1.4126000e+000  8.2607370e-005
7.4093100e+000  1.4125960e+000  8.3966140e-005
7.4106830e+000  1.4125910e+000  8.5326880e-005
7.4120560e+000  1.4125860e+000  8.6686670e-005
7.4134300e+000  1.4125810e+000  8.8002010e-005
7.4148050e+000  1.4125760e+000  8.9296920e-005
7.4161790e+000  1.4125710e+000  9.0498800e-005
7.4175550e+000  1.4125660e+000  9.1632770e-005
7.4189300e+000  1.4125610e+000  9.2572650e-005
7.4203070e+000  1.4125560e+000  9.3460530e-005
7.4216840e+000  1.4125520e+000  9.4177650e-005
7.4230610e+000  1.4125470e+000  9.4838210e-005
7.4244400e+000  1.4125420e+000  9.5330820e-005
7.4258180e+000  1.4125370e+000  9.5776300e-005
7.4271970e+000  1.4125330e+000  9.6172650e-005
7.4285760e+000  1.4125280e+000  9.6549780e-005
7.4299570e+000  1.4125250e+000  9.6899540e-005
7.4313370e+000  1.4125170e+000  9.7239130e-005
7.4341000e+000  1.4125070e+000  9.7929350e-005
7.4368640e+000  1.4124960e+000  9.8650240e-005
7.4396310e+000  1.4124850e+000  9.9390890e-005
7.4423990e+000  1.4124760e+000  1.0020370e-004
7.4437850e+000  1.4124690e+000  1.0062290e-004
7.4451700e+000  1.4124630e+000  1.0105790e-004
7.4479430e+000  1.4124530e+000  1.0208310e-004
7.4507180e+000  1.4124420e+000  1.0315740e-004
7.4521060e+000  1.4124330e+000  1.0383710e-004
7.4534950e+000  1.4124300e+000  1.0455810e-004
7.4548850e+000  1.4124240e+000  1.0530400e-004
7.4562740e+000  1.4124190e+000  1.0606730e-004
7.4576640e+000  1.4124130e+000  1.0691650e-004
7.4590560e+000  1.4124080e+000  1.0784100e-004
7.4604470e+000  1.4124010e+000  1.0882080e-004
7.4618380e+000  1.4123960e+000  1.0984790e-004
7.4629520e+000  1.4123910e+000  1.1077540e-004
7.4635100e+000  1.4123860e+000  1.1127480e-004
7.4640670e+000  1.4123860e+000  1.1179440e-004
7.4646240e+000  1.4123840e+000  1.1233920e-004
7.4651810e+000  1.4123820e+000  1.1291830e-004
7.4657390e+000  1.4123810e+000  1.1354300e-004
7.4660170e+000  1.4123770e+000  1.1387560e-004
7.4662960e+000  1.4123780e+000  1.1420960e-004
7.4665750e+000  1.4123770e+000  1.1454860e-004
7.4668540e+000  1.4123760e+000  1.1488810e-004
7.4671320e+000  1.4123750e+000  1.1521700e-004
7.4674110e+000  1.4123750e+000  1.1550980e-004
7.4676900e+000  1.4123740e+000  1.1575950e-004
7.4679690e+000  1.4123730e+000  1.1595800e-004
7.4682480e+000  1.4123720e+000  1.1612030e-004
7.4685270e+000  1.4123710e+000  1.1626600e-004
7.4688060e+000  1.4123700e+000  1.1640590e-004
7.4690850e+000  1.4123700e+000  1.1655600e-004
7.4693640e+000  1.4123710e+000  1.1672700e-004
7.4696430e+000  1.4123670e+000  1.1691670e-004
7.4702010e+000  1.4123660e+000  1.1733100e-004
7.4707590e+000  1.4123630e+000  1.1779990e-004
7.4713170e+000  1.4123630e+000  1.1833890e-004
7.4718750e+000  1.4123580e+000  1.1889040e-004
7.4729930e+000  1.4123540e+000  1.2002460e-004
7.4743890e+000  1.4123480e+000  1.2157060e-004
7.4757860e+000  1.4123430e+000  1.2323900e-004
7.4771830e+000  1.4123370e+000  1.2505890e-004
7.4785820e+000  1.4123320e+000  1.2705700e-004
7.4799800e+000  1.4123270e+000  1.2925810e-004
7.4813790e+000  1.4123230e+000  1.3145590e-004
7.4827790e+000  1.4123180e+000  1.3341840e-004
7.4841800e+000  1.4123140e+000  1.3519170e-004
7.4855800e+000  1.4123100e+000  1.3678820e-004
7.4869810e+000  1.4123060e+000  1.3836380e-004
7.4883840e+000  1.4123020e+000  1.3993920e-004
7.4897860e+000  1.4122980e+000  1.4149890e-004
7.4911880e+000  1.4122940e+000  1.4282040e-004
7.4925910e+000  1.4122900e+000  1.4409400e-004
7.4939960e+000  1.4122860e+000  1.4536290e-004
7.4954000e+000  1.4122830e+000  1.4662230e-004
7.4968050e+000  1.4122790e+000  1.4772120e-004
7.4982110e+000  1.4122750e+000  1.4877380e-004
7.4996170e+000  1.4122720e+000  1.4971240e-004
7.5010230e+000  1.4122680e+000  1.5063370e-004
7.5024300e+000  1.4122650e+000  1.5146680e-004
7.5038380e+000  1.4122620e+000  1.5226040e-004
7.5052460e+000  1.4122610e+000  1.5295110e-004
7.5066540e+000  1.4122530e+000  1.5361460e-004
7.5094730e+000  1.4122480e+000  1.5462760e-004
7.5122940e+000  1.4122390e+000  1.5548230e-004
7.5151170e+000  1.4122320e+000  1.5615400e-004
7.5179430e+000  1.4122240e+000  1.5680580e-004
7.5207700e+000  1.4122160e+000  1.5742570e-004
7.5236000e+000  1.4122100e+000  1.5804520e-004
7.5250150e+000  1.4122020e+000  1.5831600e-004
7.5264310e+000  1.4122010e+000  1.5854740e-004
7.5278480e+000  1.4121990e+000  1.5860490e-004
7.5292650e+000  1.4121960e+000  1.5860710e-004
7.5306820e+000  1.4121920e+000  1.5844300e-004
7.5321010e+000  1.4121890e+000  1.5822430e-004
7.5335200e+000  1.4121860e+000  1.5791300e-004
7.5349390e+000  1.4121830e+000  1.5757810e-004
7.5363580e+000  1.4121800e+000  1.5708580e-004
7.5377790e+000  1.4121770e+000  1.5653650e-004
7.5392000e+000  1.4121760e+000  1.5583770e-004
7.5406210e+000  1.4121680e+000  1.5512540e-004
7.5434660e+000  1.4121610e+000  1.5345150e-004
7.5463120e+000  1.4121540e+000  1.5176020e-004
7.5474520e+000  1.4121450e+000  1.5110300e-004
7.5485910e+000  1.4121450e+000  1.5043440e-004
7.5497310e+000  1.4121430e+000  1.4977330e-004
7.5508710e+000  1.4121410e+000  1.4912140e-004
7.5520120e+000  1.4121380e+000  1.4847540e-004
7.5531530e+000  1.4121350e+000  1.4775490e-004
7.5542940e+000  1.4121320e+000  1.4700840e-004
7.5554360e+000  1.4121280e+000  1.4628090e-004
7.5565780e+000  1.4121270e+000  1.4553820e-004
7.5571490e+000  1.4121220e+000  1.4513860e-004
7.5577200e+000  1.4121240e+000  1.4469660e-004
7.5582920e+000  1.4121250e+000  1.4414710e-004
7.5588630e+000  1.4121270e+000  1.4354010e-004
7.5594340e+000  1.4121250e+000  1.4289540e-004
7.5605770e+000  1.4121190e+000  1.4157510e-004
7.5634370e+000  1.4121070e+000  1.3827620e-004
7.5691630e+000  1.4120870e+000  1.3174910e-004
7.5748970e+000  1.4120660e+000  1.2596050e-004
7.5777670e+000  1.4120520e+000  1.2333700e-004
7.5794910e+000  1.4120450e+000  1.2190930e-004
7.5806400e+000  1.4120420e+000  1.2099060e-004
7.5812140e+000  1.4120380e+000  1.2056670e-004
7.5817890e+000  1.4120390e+000  1.2016710e-004
7.5823640e+000  1.4120390e+000  1.1980940e-004
7.5829400e+000  1.4120340e+000  1.1949280e-004
7.5840900e+000  1.4120310e+000  1.1894290e-004
7.5852400e+000  1.4120250e+000  1.1846350e-004
7.5863910e+000  1.4120210e+000  1.1800850e-004
7.5869670e+000  1.4120160e+000  1.1784590e-004
7.5875420e+000  1.4120160e+000  1.1771420e-004
7.5881190e+000  1.4120140e+000  1.1762670e-004
7.5886950e+000  1.4120120e+000  1.1758070e-004
7.5892700e+000  1.4120090e+000  1.1755410e-004
7.5898470e+000  1.4120070e+000  1.1755690e-004
7.5904230e+000  1.4120050e+000  1.1758290e-004
7.5909990e+000  1.4120030e+000  1.1763620e-004
7.5915750e+000  1.4120000e+000  1.1771390e-004
7.5921510e+000  1.4119980e+000  1.1781170e-004
7.5927280e+000  1.4119960e+000  1.1793950e-004
7.5933050e+000  1.4119940e+000  1.1808630e-004
7.5938820e+000  1.4119910e+000  1.1824730e-004
7.5944580e+000  1.4119890e+000  1.1844330e-004
7.5950350e+000  1.4119870e+000  1.1872210e-004
7.5956120e+000  1.4119850e+000  1.1909200e-004
7.5961890e+000  1.4119820e+000  1.1950100e-004
7.5967660e+000  1.4119800e+000  1.1993680e-004
7.5973430e+000  1.4119780e+000  1.2043150e-004
7.5979210e+000  1.4119760e+000  1.2098350e-004
7.5984980e+000  1.4119740e+000  1.2160660e-004
7.5990760e+000  1.4119720e+000  1.2232820e-004
7.5996530e+000  1.4119690e+000  1.2325030e-004
7.6002310e+000  1.4119670e+000  1.2446100e-004
7.6008090e+000  1.4119660e+000  1.2598920e-004
7.6010970e+000  1.4119620e+000  1.2685560e-004
7.6013860e+000  1.4119640e+000  1.2769310e-004
7.6016750e+000  1.4119640e+000  1.2850150e-004
7.6019640e+000  1.4119650e+000  1.2919620e-004
7.6022530e+000  1.4119650e+000  1.2977090e-004
7.6025420e+000  1.4119650e+000  1.3018410e-004
7.6028310e+000  1.4119650e+000  1.3041140e-004
7.6031210e+000  1.4119660e+000  1.3045500e-004
7.6034100e+000  1.4119660e+000  1.3031740e-004
7.6036990e+000  1.4119660e+000  1.3003140e-004
7.6039880e+000  1.4119670e+000  1.2959680e-004
7.6042770e+000  1.4119670e+000  1.2904520e-004
7.6045660e+000  1.4119700e+000  1.2838080e-004
7.6048550e+000  1.4119660e+000  1.2762400e-004
7.6054340e+000  1.4119670e+000  1.2593520e-004
7.6060120e+000  1.4119650e+000  1.2420680e-004
7.6065910e+000  1.4119630e+000  1.2260030e-004
7.6071690e+000  1.4119610e+000  1.2112200e-004
7.6077480e+000  1.4119590e+000  1.1979070e-004
7.6083280e+000  1.4119560e+000  1.1854020e-004
7.6089060e+000  1.4119550e+000  1.1734520e-004
7.6091960e+000  1.4119510e+000  1.1681530e-004
7.6094850e+000  1.4119520e+000  1.1636160e-004
7.6097750e+000  1.4119510e+000  1.1599140e-004
7.6100650e+000  1.4119500e+000  1.1571350e-004
7.6103540e+000  1.4119490e+000  1.1552780e-004
7.6106440e+000  1.4119470e+000  1.1540860e-004
7.6109330e+000  1.4119460e+000  1.1535490e-004
7.6112230e+000  1.4119460e+000  1.1535260e-004
7.6115130e+000  1.4119460e+000  1.1540390e-004
7.6118020e+000  1.4119420e+000  1.1552330e-004
7.6123820e+000  1.4119410e+000  1.1595770e-004
7.6129610e+000  1.4119380e+000  1.1665010e-004
7.6135420e+000  1.4119370e+000  1.1736670e-004
7.6138310e+000  1.4119340e+000  1.1767170e-004
7.6141210e+000  1.4119350e+000  1.1787770e-004
7.6144110e+000  1.4119360e+000  1.1796880e-004
7.6147010e+000  1.4119360e+000  1.1792050e-004
7.6149910e+000  1.4119360e+000  1.1773390e-004
7.6152810e+000  1.4119360e+000  1.1737440e-004
7.6155710e+000  1.4119350e+000  1.1682920e-004
7.6158610e+000  1.4119350e+000  1.1616410e-004
7.6161510e+000  1.4119350e+000  1.1538860e-004
7.6164410e+000  1.4119340e+000  1.1457150e-004
7.6167310e+000  1.4119340e+000  1.1371470e-004
7.6170210e+000  1.4119330e+000  1.1285680e-004
7.6173110e+000  1.4119320e+000  1.1201930e-004
7.6176010e+000  1.4119310e+000  1.1125090e-004
7.6178910e+000  1.4119300e+000  1.1055910e-004
7.6181820e+000  1.4119280e+000  1.0997920e-004
7.6184720e+000  1.4119270e+000  1.0952800e-004
7.6187630e+000  1.4119260e+000  1.0922470e-004
7.6190530e+000  1.4119250e+000  1.0905720e-004
7.6193430e+000  1.4119230e+000  1.0898090e-004
7.6196330e+000  1.4119220e+000  1.0899580e-004
7.6199240e+000  1.4119210e+000  1.0908610e-004
7.6202140e+000  1.4119200e+000  1.0923500e-004
7.6205040e+000  1.4119200e+000  1.0937490e-004
7.6207950e+000  1.4119190e+000  1.0947300e-004
7.6210850e+000  1.4119190e+000  1.0949420e-004
7.6213760e+000  1.4119180e+000  1.0942650e-004
7.6216660e+000  1.4119180e+000  1.0928100e-004
7.6219560e+000  1.4119170e+000  1.0905820e-004
7.6222470e+000  1.4119170e+000  1.0875960e-004
7.6225370e+000  1.4119170e+000  1.0838190e-004
7.6228280e+000  1.4119170e+000  1.0791880e-004
7.6231190e+000  1.4119170e+000  1.0736410e-004
7.6234100e+000  1.4119170e+000  1.0669720e-004
7.6237000e+000  1.4119200e+000  1.0590810e-004
7.6239910e+000  1.4119150e+000  1.0502260e-004
7.6247180e+000  1.4119150e+000  1.0265060e-004
7.6254440e+000  1.4119120e+000  1.0013870e-004
7.6261710e+000  1.4119100e+000  9.7572680e-005
7.6268980e+000  1.4119070e+000  9.5135610e-005
7.6276250e+000  1.4119060e+000  9.3058750e-005
7.6283530e+000  1.4119000e+000  9.1158410e-005
7.6298080e+000  1.4118950e+000  8.7666260e-005
7.6312640e+000  1.4118880e+000  8.4671410e-005
7.6327200e+000  1.4118810e+000  8.1855070e-005
7.6341770e+000  1.4118740e+000  7.9307100e-005
7.6356350e+000  1.4118670e+000  7.7039000e-005
7.6370930e+000  1.4118600e+000  7.5041170e-005
7.6385510e+000  1.4118530e+000  7.3236490e-005
7.6400110e+000  1.4118460e+000  7.1651640e-005
7.6414700e+000  1.4118390e+000  7.0157130e-005
7.6429300e+000  1.4118320e+000  6.8817930e-005
7.6443920e+000  1.4118250e+000  6.7554920e-005
7.6458530e+000  1.4118180e+000  6.6457390e-005
7.6473140e+000  1.4118110e+000  6.5454580e-005
7.6487770e+000  1.4118040e+000  6.4563070e-005
7.6502400e+000  1.4117980e+000  6.3699850e-005
7.6517040e+000  1.4117910e+000  6.2934310e-005
7.6531680e+000  1.4117840e+000  6.2219780e-005
7.6546330e+000  1.4117770e+000  6.1636540e-005
7.6560980e+000  1.4117700e+000  6.1107780e-005
7.6575640e+000  1.4117640e+000  6.0682310e-005
7.6590300e+000  1.4117570e+000  6.0294030e-005
7.6604970e+000  1.4117500e+000  6.0016520e-005
7.6619640e+000  1.4117430e+000  5.9806460e-005
7.6634320e+000  1.4117370e+000  5.9651990e-005
7.6649020e+000  1.4117300e+000  5.9531080e-005
7.6663710e+000  1.4117240e+000  5.9444520e-005
7.6678400e+000  1.4117170e+000  5.9381130e-005
7.6693100e+000  1.4117100e+000  5.9372790e-005
7.6707820e+000  1.4117040e+000  5.9418580e-005
7.6722530e+000  1.4116970e+000  5.9536700e-005
7.6737250e+000  1.4116910e+000  5.9701260e-005
7.6751980e+000  1.4116850e+000  5.9923620e-005
7.6766710e+000  1.4116780e+000  6.0195130e-005
7.6781450e+000  1.4116720e+000  6.0518880e-005
7.6796190e+000  1.4116660e+000  6.0867730e-005
7.6810940e+000  1.4116590e+000  6.1313050e-005
7.6825690e+000  1.4116530e+000  6.1775740e-005
7.6840450e+000  1.4116470e+000  6.2253160e-005
7.6855220e+000  1.4116410e+000  6.2743290e-005
7.6869990e+000  1.4116350e+000  6.3263020e-005
7.6884770e+000  1.4116290e+000  6.3804550e-005
7.6899550e+000  1.4116230e+000  6.4361000e-005
7.6914340e+000  1.4116170e+000  6.4924620e-005
7.6929130e+000  1.4116120e+000  6.5480820e-005
7.6943930e+000  1.4116060e+000  6.6033680e-005
7.6958740e+000  1.4116000e+000  6.6583350e-005
7.6973550e+000  1.4115950e+000  6.7129330e-005
7.6988360e+000  1.4115890e+000  6.7657850e-005
7.7003180e+000  1.4115840e+000  6.8181340e-005
7.7018020e+000  1.4115780e+000  6.8700980e-005
7.7032850e+000  1.4115730e+000  6.9212800e-005
7.7047690e+000  1.4115680e+000  6.9664380e-005
7.7062540e+000  1.4115620e+000  7.0099860e-005
7.7077390e+000  1.4115570e+000  7.0528660e-005
7.7092240e+000  1.4115520e+000  7.0954280e-005
7.7107100e+000  1.4115460e+000  7.1382330e-005
7.7121970e+000  1.4115410e+000  7.1797650e-005
7.7136850e+000  1.4115360e+000  7.2136930e-005
7.7151730e+000  1.4115310e+000  7.2419610e-005
7.7159170e+000  1.4115270e+000  7.2533990e-005
7.7166610e+000  1.4115260e+000  7.2630620e-005
7.7174060e+000  1.4115240e+000  7.2718100e-005
7.7181500e+000  1.4115220e+000  7.2786670e-005
7.7188950e+000  1.4115190e+000  7.2827830e-005
7.7196400e+000  1.4115170e+000  7.2843200e-005
7.7203850e+000  1.4115150e+000  7.2846010e-005
7.7211300e+000  1.4115120e+000  7.2834070e-005
7.7218760e+000  1.4115100e+000  7.2785170e-005
7.7226210e+000  1.4115080e+000  7.2703000e-005
7.7233670e+000  1.4115060e+000  7.2603440e-005
7.7241130e+000  1.4115040e+000  7.2466830e-005
7.7248580e+000  1.4115030e+000  7.2288390e-005
7.7256050e+000  1.4114990e+000  7.2067230e-005
7.7270980e+000  1.4114930e+000  7.1554050e-005
7.7300840e+000  1.4114830e+000  7.0327110e-005
7.7330730e+000  1.4114720e+000  6.9152370e-005
7.7360650e+000  1.4114610e+000  6.8078800e-005
7.7390590e+000  1.4114510e+000  6.7022340e-005
7.7420550e+000  1.4114400e+000  6.5970200e-005
7.7450530e+000  1.4114280e+000  6.4935430e-005
7.7480540e+000  1.4114170e+000  6.3971360e-005
7.7510570e+000  1.4114060e+000  6.3037820e-005
7.7525590e+000  1.4113990e+000  6.2621680e-005
7.7540630e+000  1.4113940e+000  6.2224980e-005
7.7555660e+000  1.4113890e+000  6.1840000e-005
7.7570700e+000  1.4113830e+000  6.1471090e-005
7.7585750e+000  1.4113770e+000  6.1141180e-005
7.7600810e+000  1.4113720e+000  6.0826450e-005
7.7615860e+000  1.4113660e+000  6.0539140e-005
7.7630930e+000  1.4113600e+000  6.0265340e-005
7.7646000e+000  1.4113540e+000  6.0028620e-005
7.7661080e+000  1.4113480e+000  5.9820390e-005
7.7676160e+000  1.4113430e+000  5.9668560e-005
7.7691250e+000  1.4113370e+000  5.9536840e-005
7.7706340e+000  1.4113310e+000  5.9460750e-005
7.7721440e+000  1.4113250e+000  5.9399060e-005
7.7736550e+000  1.4113200e+000  5.9351890e-005
7.7744100e+000  1.4113160e+000  5.9331350e-005
7.7751660e+000  1.4113140e+000  5.9316890e-005
7.7759220e+000  1.4113120e+000  5.9318710e-005
7.7766780e+000  1.4113080e+000  5.9325770e-005
7.7781900e+000  1.4113030e+000  5.9348210e-005
7.7797030e+000  1.4112970e+000  5.9382160e-005
7.7812170e+000  1.4112910e+000  5.9417410e-005
7.7827310e+000  1.4112860e+000  5.9460950e-005
7.7842460e+000  1.4112800e+000  5.9504670e-005
7.7857610e+000  1.4112750e+000  5.9545530e-005
7.7872770e+000  1.4112690e+000  5.9583340e-005
7.7887930e+000  1.4112640e+000  5.9604450e-005
7.7903100e+000  1.4112580e+000  5.9621810e-005
7.7918290e+000  1.4112530e+000  5.9623220e-005
7.7933470e+000  1.4112480e+000  5.9619760e-005
7.7948650e+000  1.4112420e+000  5.9596750e-005
7.7963850e+000  1.4112370e+000  5.9558050e-005
7.7979050e+000  1.4112320e+000  5.9431140e-005
7.7994260e+000  1.4112260e+000  5.9323330e-005
7.8009470e+000  1.4112210e+000  5.9161770e-005
7.8024690e+000  1.4112160e+000  5.8974330e-005
7.8039910e+000  1.4112100e+000  5.8751970e-005
7.8055140e+000  1.4112050e+000  5.8503910e-005
7.8070380e+000  1.4112000e+000  5.8209870e-005
7.8085620e+000  1.4111950e+000  5.7895420e-005
7.8100870e+000  1.4111890e+000  5.7535640e-005
7.8116120e+000  1.4111840e+000  5.7147220e-005
7.8131380e+000  1.4111790e+000  5.6684730e-005
7.8146650e+000  1.4111740e+000  5.6195340e-005
7.8161920e+000  1.4111680e+000  5.5666690e-005
7.8177200e+000  1.4111630e+000  5.5129750e-005
7.8192480e+000  1.4111590e+000  5.4547080e-005
7.8207770e+000  1.4111520e+000  5.3949160e-005
7.8238370e+000  1.4111410e+000  5.2713520e-005
7.8268990e+000  1.4111300e+000  5.1474110e-005
7.8299640e+000  1.4111180e+000  5.0238870e-005
7.8330300e+000  1.4111070e+000  4.9093700e-005
7.8361000e+000  1.4110950e+000  4.8009580e-005
7.8391720e+000  1.4110840e+000  4.6995610e-005
7.8422460e+000  1.4110720e+000  4.6019000e-005
7.8453230e+000  1.4110600e+000  4.5100880e-005
7.8484010e+000  1.4110490e+000  4.4234100e-005
7.8514830e+000  1.4110370e+000  4.3445060e-005
7.8545670e+000  1.4110250e+000  4.2695650e-005
7.8561100e+000  1.4110180e+000  4.2362650e-005
7.8576530e+000  1.4110130e+000  4.2041320e-005
7.8591970e+000  1.4110080e+000  4.1730630e-005
7.8607420e+000  1.4110010e+000  4.1427350e-005
7.8638330e+000  1.4109900e+000  4.0850830e-005
7.8669270e+000  1.4109780e+000  4.0295290e-005
7.8700230e+000  1.4109660e+000  3.9778250e-005
7.8731210e+000  1.4109540e+000  3.9256720e-005
7.8762220e+000  1.4109420e+000  3.8736460e-005
7.8793250e+000  1.4109310e+000  3.8217480e-005
7.8824310e+000  1.4109190e+000  3.7716670e-005
